LOCATION,BEVERAGE TYPES,TIME,VALUE
Albania,Other alcoholic beverages,2005,0.09
Andorra,All types,2005,11.82
Andorra,Beer,2005,3.23
Andorra,Wine,2005,5.64
Andorra,Spirits,2005,2.8
Andorra,Other alcoholic beverages,2005,0.0
Austria,All types,2005,12.14
Austria,Beer,2005,6.43
Austria,Wine,2005,4.05
Austria,Spirits,2005,1.67
Austria,Other alcoholic beverages,2005,0.0
Belarus,All types,2005,11.19
Belarus,Beer,2005,1.56
Belarus,Wine,2005,0.56
Belarus,Spirits,2005,4.16
Belarus,Other alcoholic beverages,2005,4.91
Belgium,All types,2005,12.21
Belgium,Beer,2005,6.05
Belgium,Wine,2005,4.21
Belgium,Spirits,2005,1.97
Belgium,Other alcoholic beverages,2005,0.0
Bosnia and Herzegovina,All types,2005,4.5
Bosnia and Herzegovina,Beer,2005,3.38
Bosnia and Herzegovina,Wine,2005,0.36
Bosnia and Herzegovina,Spirits,2005,0.62
Bosnia and Herzegovina,Other alcoholic beverages,2005,0.14
Bulgaria,All types,2005,10.22
Bulgaria,Beer,2005,3.55
Bulgaria,Wine,2005,1.68
Bulgaria,Spirits,2005,4.92
Bulgaria,Other alcoholic beverages,2005,0.06
Croatia,All types,2005,10.72
Croatia,Beer,2005,4.85
Croatia,Wine,2005,4.25
Croatia,Spirits,2005,1.27
Croatia,Other alcoholic beverages,2005,0.35
Czechia,All types,2005,13.66
Czechia,Beer,2005,7.65
Czechia,Wine,2005,2.36
Czechia,Spirits,2005,3.65
Czechia,Other alcoholic beverages,2005,0.0
Denmark,All types,2005,11.26
Denmark,Beer,2005,5.05
Denmark,Wine,2005,4.44
Denmark,Spirits,2005,1.78
Denmark,Other alcoholic beverages,2005,0.0
Estonia,All types,2005,16.58
Estonia,Beer,2005,6.48
Estonia,Wine,2005,1.5
Estonia,Spirits,2005,6.62
Estonia,Other alcoholic beverages,2005,1.98
Finland,All types,2005,9.95
Finland,Beer,2005,4.59
Finland,Wine,2005,1.47
Finland,Spirits,2005,2.82
Finland,Other alcoholic beverages,2005,1.08
France,All types,2005,12.88
France,Beer,2005,2.31
France,Wine,2005,7.65
France,Spirits,2005,2.62
France,Other alcoholic beverages,2005,0.3
Germany,All types,2005,11.68
Germany,Beer,2005,6.62
Germany,Wine,2005,3.13
Germany,Spirits,2005,2.29
Germany,Other alcoholic beverages,2005,0.0
Greece,All types,2005,9.15
Greece,Beer,2005,2.18
Greece,Wine,2005,4.56
Greece,Spirits,2005,2.23
Greece,Other alcoholic beverages,2005,0.18
Hungary,All types,2005,12.95
Hungary,Beer,2005,4.3
Hungary,Wine,2005,4.51
Hungary,Spirits,2005,4.14
Hungary,Other alcoholic beverages,2005,0.0
Iceland,All types,2005,7.05
Iceland,Beer,2005,3.67
Iceland,Wine,2005,1.95
Iceland,Spirits,2005,1.43
Iceland,Other alcoholic beverages,2005,0.0
Ireland,All types,2005,13.06
Ireland,Beer,2005,6.86
Ireland,Wine,2005,2.58
Ireland,Spirits,2005,2.45
Ireland,Other alcoholic beverages,2005,1.17
Italy,All types,2005,8.65
Italy,Beer,2005,1.73
Italy,Wine,2005,5.85
Italy,Spirits,2005,1.07
Italy,Other alcoholic beverages,2005,0.0
Latvia,All types,2005,9.92
Latvia,Beer,2005,3.8
Latvia,Wine,2005,0.94
Latvia,Spirits,2005,4.57
Latvia,Other alcoholic beverages,2005,0.6
Lithuania,All types,2005,12.42
Lithuania,Beer,2005,5.19
Lithuania,Wine,2005,1.63
Lithuania,Spirits,2005,4.66
Lithuania,Other alcoholic beverages,2005,0.94
Luxembourg,All types,2005,12.31
Luxembourg,Beer,2005,4.47
Luxembourg,Wine,2005,5.39
