LOCATION,TIME,VALUE
Costa Rica,1962,2.9
Costa Rica,1963,3.8
Costa Rica,1964,3.7
Costa Rica,1965,4.1
Costa Rica,1966,4.6
Costa Rica,1967,3.4
Costa Rica,1968,3.5
Costa Rica,1969,3.7
Costa Rica,1970,3.7
Costa Rica,1971,3.6
Costa Rica,1972,3.8
Costa Rica,1973,3.9
Costa Rica,1974,3.7
Costa Rica,1975,3.5
Costa Rica,1976,4
Costa Rica,1977,4.5
Costa Rica,1978,5.2
Costa Rica,1979,5
Costa Rica,1980,4.6
Costa Rica,1981,4.6
Costa Rica,1982,4.7
Costa Rica,1983,4.5
Costa Rica,1984,4.9
Costa Rica,1985,5
Costa Rica,1986,4.9
Costa Rica,1987,4.2
Costa Rica,1988,5.5
Costa Rica,1989,5.4
Costa Rica,1990,6.1
Costa Rica,1991,6.1
Costa Rica,1992,5.6
Costa Rica,1993,5.6
Costa Rica,1994,6.1
Costa Rica,1995,5.9
Costa Rica,1996,5.6
Costa Rica,1997,5.6
Costa Rica,1998,5.6
Costa Rica,1999,5.4
Costa Rica,2000,4.2
Costa Rica,2001,4.3
Costa Rica,2002,4.2
Costa Rica,2003,4.1
Costa Rica,2004,4.1
Costa Rica,2005,4.1
Costa Rica,2006,4.2
Costa Rica,2007,4.3
Costa Rica,2008,4.3
Costa Rica,2009,4.1
Costa Rica,2010,3.7
Costa Rica,2011,3.3
Costa Rica,2012,3.2
Costa Rica,2013,3.1
Costa Rica,2014,3.2
Costa Rica,2015,3.2
Costa Rica,2016,3.4
Costa Rica,2017,3.3
Costa Rica,2018,3.3
Costa Rica,2019,3.1
Costa Rica,2020,3.2
Costa Rica,2021,3.1
Costa Rica,2022,3.5
Argentina,1961,16.4
Argentina,1962,16.7
Argentina,1963,17.6
Argentina,1964,17.8
Argentina,1965,17.8
Argentina,1966,16.6
Argentina,1967,17
Argentina,1968,17.7
Argentina,1969,17.8
Argentina,1970,18.4
Argentina,1971,17
Argentina,1972,16.1
Argentina,1973,15
Argentina,1974,16.1
Argentina,1975,17.5
Argentina,1976,17.3
Argentina,1977,17.1
Argentina,1978,15.7
Argentina,1979,16.1
Argentina,1980,16.6
Argentina,1981,15.3
Argentina,1982,14.6
Argentina,1983,14.5
Argentina,1984,13.8
Argentina,1985,12.8
Argentina,1986,12.9
Argentina,1987,12.8
Argentina,1988,11.5
Argentina,1989,10.8
Argentina,1990,11.7
Argentina,1991,12.3
Argentina,1992,12.1
Argentina,1993,11.6
Argentina,1994,10.9
Argentina,1995,10.1
Argentina,1996,9.9
Argentina,1997,10.3
Argentina,1998,9.2
Argentina,1999,9.2
Argentina,2000,7.7
Argentina,2001,7.8
Argentina,2002,7.8
Argentina,2003,7.6
Argentina,2004,7.6
Argentina,2005,7.6
Argentina,2006,7.8
Argentina,2007,8.2
Argentina,2008,8.4
Argentina,2009,8.3
Argentina,2010,8.2
Argentina,2011,7.7
Argentina,2012,8
Argentina,2013,8.3
Argentina,2014,7.9
Argentina,2015,8.5
Argentina,2016,8.4
Argentina,2017,8.3
Argentina,2018,8
Argentina,2019,8
Bulgaria,1963,7.3
Bulgaria,1964,6.5
Bulgaria,1965,7.3
Bulgaria,1966,7.3
Bulgaria,1967,7.8
Bulgaria,1968,9
Bulgaria,1969,8.7
Bulgaria,1970,8.4
Bulgaria,1971,8.9
Bulgaria,1972,9.2
Bulgaria,1973,10.1
Bulgaria,1974,10.2
Bulgaria,1975,10.2
Bulgaria,1976,10.9
Bulgaria,1977,10.5
Bulgaria,1978,11.3
Bulgaria,1979,10.9
Bulgaria,1980,10.8
Bulgaria,1981,11.3
Bulgaria,1982,11.2
Bulgaria,1983,11
Bulgaria,1984,11.4
Bulgaria,1985,10.9
Bulgaria,1986,11.5
Bulgaria,1987,10.9
Bulgaria,1988,11.2
Bulgaria,1989,11.4
Bulgaria,1990,11.5
Bulgaria,1991,9.5
Bulgaria,1992,10.2
Bulgaria,1993,9.9
Bulgaria,1994,9.7
Bulgaria,1995,9.5
Bulgaria,1996,9.2
Bulgaria,1997,8.1
Bulgaria,1998,7.9
Bulgaria,1999,7.7
Bulgaria,2000,10.3
Bulgaria,2001,11.1
Bulgaria,2002,10.8
Bulgaria,2003,10.9
Bulgaria,2004,10.7
Bulgaria,2005,10.2
Bulgaria,2006,10.2
Bulgaria,2007,10.7
Bulgaria,2008,10.7
Bulgaria,2009,10.5
Bulgaria,2010,9.8
Bulgaria,2011,9.9
Bulgaria,2012,10.9
Bulgaria,2013,10.3
Bulgaria,2014,10.3
Bulgaria,2015,10.9
Bulgaria,2016,11.1
Bulgaria,2017,10.9
Bulgaria,2018,11.5
Bulgaria,2019,11.2
Croatia,1987,13.5
Croatia,1988,11.1
Croatia,1989,10.9
Croatia,1990,15.9
Croatia,1991,13.7
Croatia,1992,11.5
Croatia,1993,11.3
Croatia,1994,11.6
Croatia,1995,10.9
Croatia,1996,11.1
Croatia,1997,13.2
Croatia,1998,13.8
Croatia,1999,12.2
Croatia,2000,13.2
Croatia,2001,13.7
Croatia,2002,13.9
Croatia,2003,13
Croatia,2004,12.4
Croatia,2005,10.7
Croatia,2006,11
Croatia,2007,11.4
Croatia,2008,11.4
Croatia,2009,11.1
Croatia,2010,10.7
Croatia,2011,11
Croatia,2012,10.6
Croatia,2013,10.4
Croatia,2014,9.5
Croatia,2015,9.6
Croatia,2016,10
Croatia,2017,9.7
Croatia,2018,9.6
Croatia,2019,9.6
Peru,1961,7
Peru,1962,6.8
Peru,1963,5.6
Peru,1964,6
Peru,1965,6.8
Peru,1966,7.1
Peru,1967,5.9
Peru,1968,6.5
Peru,1969,6.1
Peru,1970,6.1
Peru,1971,6.5
Peru,1972,6.2
Peru,1973,6.5
Peru,1974,6.5
Peru,1975,6.6
Peru,1976,6.8
Peru,1977,6.5
Peru,1978,5.9
Peru,1979,6
Peru,1980,6
Peru,1981,5.9
Peru,1982,5.8
Peru,1983,6.1
Peru,1984,5.7
Peru,1985,5.1
Peru,1986,6
Peru,1987,6.7
Peru,1988,5.5
Peru,1989,5
Peru,1990,5
Peru,1991,5.3
Peru,1992,5.6
Peru,1993,5
Peru,1994,5.3
Peru,1995,5.2
Peru,1996,4.7
Peru,1997,4.6
Peru,1998,4.3
Peru,1999,4.1
Peru,2000,4.8
Peru,2001,4.1
Peru,2002,3.9
Peru,2003,4.6
Peru,2004,4.5
Peru,2005,4.7
Peru,2006,4.5
Peru,2007,4.5
Peru,2008,5
Peru,2009,5
Peru,2010,5.2
Peru,2011,5.2
Peru,2012,5.4
Peru,2013,5.3
Peru,2014,5.5
Peru,2015,5.7
Peru,2016,5.6
Peru,2017,5.8
Peru,2018,5.7
Peru,2019,5.7
Romania,1961,5.7
Romania,1962,6.9
Romania,1963,7
Romania,1964,7
Romania,1965,7.2
Romania,1966,7.3
Romania,1967,7.1
Romania,1968,7.7
Romania,1969,8
Romania,1970,8.6
Romania,1971,8.8
Romania,1972,9
Romania,1973,10.2
Romania,1974,10.3
Romania,1975,9.7
Romania,1976,9.4
Romania,1977,9.6
Romania,1978,10.5
Romania,1979,11.4
Romania,1980,10.9
Romania,1981,10.5
Romania,1982,10.3
Romania,1983,10.2
Romania,1984,10.1
Romania,1985,10.1
Romania,1986,10.3
Romania,1987,10.3
Romania,1988,10.4
Romania,1989,8.7
Romania,1990,8.9
Romania,1991,8.9
Romania,1992,8.8
Romania,1993,9
Romania,1994,7.8
Romania,1995,8.2
Romania,1996,8.1
Romania,1997,8.7
Romania,1998,7.3
Romania,1999,7.7
Romania,2000,9
Romania,2001,12.1
Romania,2002,13.2
Romania,2003,11.6
Romania,2004,11.8
Romania,2005,9.6
Romania,2006,9.9
Romania,2007,11.1
Romania,2008,12.4
Romania,2009,11
Romania,2010,10
Romania,2011,9.6
Romania,2012,9.7
Romania,2013,9.7
Romania,2014,9.5
Romania,2015,9.5
Romania,2016,9.6
Romania,2017,10.1
Romania,2018,11
Romania,2019,11
